1805.00460v1 , VisDial , Visual dialog , arxiv_paper_20000
1703.10847v2 , DBach , DeepBach: a steerable model for bach chorales generation , arxiv_paper_21545
1703.10847v2 , fastWaveNet , Fast WaveNet generation algorithm , arxiv_paper_21546
1908.10163v1 , gajawada-PADCNNTranslator-ICB-2019 , Universal material translator: Towards spoof fingerprint generalization , arxiv_paper_21562
1702.02706v3 , laina2016_deeper , Deeper depth prediction with fully convolutional residual networks , arxiv_paper_21569
1905.04668v1 , 7299101 , Beyond short snippets: Deep networks for video classification , arxiv_paper_21574
1905.04668v1 , 7458903 , Rank pooling for action recognition , arxiv_paper_21577
1905.04668v1 , DBLP:journals/corr/abs-1708-05465 , Eigen evolution pooling for human action recognition , arxiv_paper_21578
1910.03375v1 , senteval , Senteval: An evaluation toolkit for universal sentence representations , arxiv_paper_21586
1208.2294v1 , GHRU11 , Privately releasing conjunctions and the statistical query barrier , arxiv_paper_21592
1208.2294v1 , CheraghchiKKL12 , Submodular functions are noise stable , arxiv_paper_21593
1208.2294v1 , SV11 , Is submodularity testable? , arxiv_paper_21595
1904.00664v1 , toderici2015variable , Variable rate image compression with recurrent neural networks , arxiv_paper_21601
1904.00664v1 , toderici2016full , Full resolution image compression with recurrent neural networks , arxiv_paper_21602
1904.00664v1 , balle2018variational , Variational image compression with a scale hyperprior , arxiv_paper_21605
1904.00664v1 , theis2017lossy , Lossy image compression with compressive autoencoders , arxiv_paper_21607
1804.00538v4 , kim2014convolutional , Convolutional neural networks for sentence classification , arxiv_paper_21618
1804.00538v4 , joulin2016bag , Bag of tricks for efficient text classification , arxiv_paper_21620
1804.00538v4 , conneau2017very , Very deep convolutional networks for text classification , arxiv_paper_21621
1804.00538v4 , sabour2017dynamic , Dynamic routing between capsules , arxiv_paper_21624
1804.00538v4 , xi2017capsule , Capsule network performance on complex data , arxiv_paper_21625
1804.00538v4 , zhang2018fast , Fast dynamic routing based on weighted kernel density estimation , arxiv_paper_21627
2002.08127v1 , xie2017aggregated , Aggregated residual transformations for deep neural networks , arxiv_paper_21635
1911.07346v1 , yu2018slimmable , Slimmable neural networks , arxiv_paper_21647
1908.00382v1 , song2017semantic , Semantic scene completion from a single depth image , arxiv_paper_21673
1908.00382v1 , garbade2018two , Two stream 3d semantic scene completion , arxiv_paper_21675
1802.10367v1 , Mask-RCNN , Mask R-CNN , arxiv_paper_21681
1707.04968v2 , antol2015vqa , VQA: Visual Question Answering , arxiv_paper_21683
1703.00440v2 , Li2016FastKN , Fast k-nearest neighbour search via Dynamic Continuous Indexing , arxiv_paper_21685
1504.01942v1 , Russakovsky:2014:arxiv , ImageNet Large Scale Visual Recognition Challenge , arxiv_paper_21698
1903.07669v1 , karpathy2014deep , Deep fragment embeddings for bidirectional image sentence mapping , arxiv_paper_21721
1903.07669v1 , rohrbach2016grounding , Grounding of textual phrases in images by reconstruction , arxiv_paper_21722
1903.07669v1 , hu2016natural , Natural language object retrieval , arxiv_paper_21723
1711.06370v1 , hu2016natural , Natural language object retrieval , arxiv_paper_21741
1705.08923v1 , Jabri2016 , Revisiting Visual Question Answering Baselines , arxiv_paper_21742
1705.08923v1 , DBLP:journals/corr/BahdanauCB14 , Neural machine translation by jointly learning to align and translate , arxiv_paper_21743
1805.07509v6 , shen2017learning , Learning residual images for face attribute manipulation , arxiv_paper_21747
1705.08562v4 , hash_survey , Hashing for similarity search: A survey , arxiv_paper_21749
1712.01727v1 , rippel2015metric , Metric learning with adaptive density discrimination , arxiv_paper_21756
1712.01727v1 , vidal2005generalized , Generalized principal component analysis (GPCA) , arxiv_paper_21758
1712.01727v1 , qiu2015learning , Learning transformations for clustering and classification , arxiv_paper_21759
1911.04120v1 , hestness2017deep , Deep learning scaling is predictable, empirically , arxiv_paper_21761
1910.08233v1 , hu2018probabilistic , Probabilistic prediction of vehicle semantic intention and motion , arxiv_paper_21769
1910.08233v1 , ma2017forecasting , Forecasting interactive dynamics of pedestrians with fictitious play , arxiv_paper_21770
1910.08233v1 , kipf2018neural , Neural relational inference for interacting systems , arxiv_paper_21771
1910.08233v1 , sadeghian2018car , Car-net: Clairvoyant attentive recurrent network , arxiv_paper_21772
1904.09709v1 , larsen2016autoencoding , Autoencoding beyond pixels using a learned similarity metric , arxiv_paper_21787
1904.09709v1 , perarnau2016invertible , Invertible conditional gans for image editing , arxiv_paper_21789
1904.09709v1 , lample2017fader , Fader networks: Manipulating images by sliding attributes , arxiv_paper_21790
1904.09709v1 , Zhao_2018_ECCV , Modular generative adversarial networks , arxiv_paper_21791
1909.00277v2 , hermann2015teaching , Teaching machines to read and comprehend , arxiv_paper_21801
1708.06720v1 , DBLP:conf/eccv/LiuAESRFB16 , SSD: single shot multibox detector , arxiv_paper_21806
1708.06720v1 , DBLP:journals/ijcv/RussakovskyDSKS15 , Imagenet large scale visual recognition challenge , arxiv_paper_21812
1708.06720v1 , Gupta16 , Synthetic data for text localisation in natural images , arxiv_paper_21815
1708.06720v1 , DBLP:conf/eccv/TianHHH016 , Detecting text in natural image with connectionist text proposal network , arxiv_paper_21817
1908.11757v1 , ssd2016eccv , Ssd: Single shot multibox detector , arxiv_paper_21824
1906.07020v1 , Goodfellow-et-al-2016 , Deep Learning , arxiv_paper_21830
1908.07121v1 , hinton2015distilling , Distilling the knowledge in a neural network , arxiv_paper_21841
1908.07121v1 , iou2019knowledgeflow , Knowledge flow: Improve upon your teachers , arxiv_paper_21844
1908.07121v1 , shen2019amalgamating , Amalgamating knowledge towards comprehensive classification , arxiv_paper_21845
0911.2974v3 , feldman2010online , Online stochastic packing applied to display ad allocation , arxiv_paper_21855
0911.2974v3 , Molinaro2012 , Geometry of online packing linear programs , arxiv_paper_21856
1902.09113v2 , DBLP:conf/nips/VaswaniSPUJGKP17 , Attention is all you need , arxiv_paper_21861
1904.11761v1 , andrychowicz2017hindsight , Hindsight experience replay , arxiv_paper_21863
1606.07770v3 , gulcehreArxiv15 , On using monolingual corpora in neural machine translation , arxiv_paper_21887
1709.07862v2 , DBLP:journals/corr/TzengHDS15 , Simultaneous deep transfer across domains and tasks , arxiv_paper_21889
1909.00599v1 , stern2018blockwise , Blockwise parallel decoding for deep autoregressive models , arxiv_paper_21893
1802.04420v2 , du2017convolutional , When is a convolutional filter easy to learn? , arxiv_paper_21895
1802.04420v2 , soudry2017implicit , The implicit bias of gradient descent on separable data , arxiv_paper_21898
1905.03828v2 , universal , Universal adversarial perturbations , arxiv_paper_21911
1905.11369v1 , Pathak18 , Learning instance segmentation by interaction , arxiv_paper_21913
1905.11369v1 , Ganin15 , Unsupervised domain adaptation by backpropagation , arxiv_paper_21916
1905.11369v1 , Ho16 , Generative adversarial imitation learning , arxiv_paper_21917
1905.11369v1 , Gupta18a , Learning to read by spelling: Towards unsupervised text recognition , arxiv_paper_21919
1905.11369v1 , Belagiannis18 , Adversarial network compression , arxiv_paper_21920
1905.11369v1 , Gomez18 , Unsupervised cipher cracking using discrete GANs , arxiv_paper_21921
1906.07983v2 , sanity , Sanity checks for saliency maps , arxiv_paper_21937
1902.09723v2 , ge2016authorship , Authorship attribution using a neural network language model , arxiv_paper_21949
1911.04594v1 , zhao2018bias , Bias and generalization in deep generative models: An empirical study , arxiv_paper_21955
1911.04594v1 , theis2015note , A note on the evaluation of generative models , arxiv_paper_21956
1911.04594v1 , alemi2018fixing , Fixing a broken ELBO , arxiv_paper_21957
1508.03666v1 , Snoek:2015DNGO , Scalable Bayesian optimization using deep neural networks , arxiv_paper_21958
1506.00528v1 , word2vec , Efficient estimation of word representations in vector space , arxiv_paper_21966
1705.07704v3 , taolei , Rationalizing neural predictions , arxiv_paper_21980
1810.06583v8 , kim2019safeml , Bridging adversarial robustness and gradient interpretability , arxiv_paper_22005
1703.04826v4 , roth-lapata:2016:P16-1 , Neural semantic role labeling with dependency path embeddings , arxiv_paper_22010
1703.04826v4 , li2015gated , Gated graph sequence neural networks , arxiv_paper_22014
1906.04229v1 , lee:towa17 , Toward continual learning for conversational agents , arxiv_paper_22015
1906.04229v1 , yogatama2019:learning , Learning and evaluating general linguistic intelligence , arxiv_paper_22016
1906.04229v1 , Zenke2017:ContinualLT , Continual learning through synaptic intelligence , arxiv_paper_22017
1906.04229v1 , kirkpatrick2017:overcoming , Overcoming catastrophic forgetting in neural networks , arxiv_paper_22018
1906.04229v1 , perez2018:film , Film: Visual reasoning with a general conditioning layer , arxiv_paper_22019
1808.04685v2 , 2017expressivity , On the expressive power of deep neural networks , arxiv_paper_22047
1806.09764v2 , hu2016harnessing , Harnessing deep neural networks with logic rules , arxiv_paper_22053
1804.10745v2 , MuandetBS13 , Domain generalization via invariant feature representation , arxiv_paper_22059
1611.01972v2 , denil2013predicting , Predicting parameters in deep learning , arxiv_paper_22065
1611.01972v2 , jaderberg2014speeding , Speeding up convolutional neural networks with low rank expansions , arxiv_paper_22066
1611.01972v2 , russakovsky2015imagenet , Imagenet large scale visual recognition challenge , arxiv_paper_22068
1611.01972v2 , wu2016quantized , Quantized convolutional neural networks for mobile devices , arxiv_paper_22077
1906.00657v1 , HendricksAkataEtAl:2016:VisualExplanations , Generating visual explanations , arxiv_paper_22080
1805.06431v2 , Goodfellow_14_FastGradientSign , Explaining and harnessing adversarial examples , arxiv_paper_22090
1805.06431v2 , Aung_17_Robust , Building robust deep neural networks for road sign detection , arxiv_paper_22091
1805.06431v2 , Papernot_16_adversarial , The limitations of deep learning in adversarial settings , arxiv_paper_22092
1805.06431v2 , Jindal_16_noisyLabel , Learning deep networks from noisy labels with dropout regularization , arxiv_paper_22096
1805.06431v2 , Rolnick_17_massiveNoise , Deep learning is robust to massive label noise , arxiv_paper_22101
1805.06431v2 , Reed_14_bootstrap , Training deep neural networks on noisy labels with bootstrapping , arxiv_paper_22105
1805.06431v2 , Xie_16_disturblabel , Disturblabel: Regularizing cnn on the loss layer , arxiv_paper_22106
1805.06431v2 , Zhang_18_mixup , mixup: Beyond empirical risk minimization , arxiv_paper_22107
1808.04768v3 , buesing2018learning , Learning and querying fast generative models for reinforcement learning , arxiv_paper_22114
1907.11049v1 , DBLP:journals/corr/LHostisGA16 , Vocabulary selection strategies for neural machine translation , arxiv_paper_22119
1611.04231v3 , he15deepresidual , Deep residual learning for image recognition , arxiv_paper_22120
1611.04231v3 , DBLP:conf/eccv/HeZRS16 , Identity mappings in deep residual networks , arxiv_paper_22121
1611.04231v3 , DBLP:journals/corr/HuangLW16a , Densely connected convolutional networks , arxiv_paper_22124
1611.04231v3 , 2014arXiv1412.6806S , Striving for Simplicity: The All Convolutional Net , arxiv_paper_22125
1611.04231v3 , Kawaguchi , Deep Learning without Poor Local Minima , arxiv_paper_22127
1611.04231v3 , 2014arXiv1412.6544G , Qualitatively characterizing neural network optimization problems , arxiv_paper_22128
1904.02675v1 , mirza2014conditional:CGAN , Conditional generative adversarial nets , arxiv_paper_22131
1904.02675v1 , long2015fully:FCN , Fully convolutional networks for semantic segmentation , arxiv_paper_22132
1904.02675v1 , huang2017densely , Densely connected convolutional networks , arxiv_paper_22133
1904.09569v1 , li2015visual , Visual saliency based on multiscale deep features , arxiv_paper_22135
1904.09569v1 , long2015fully , Fully convolutional networks for semantic segmentation , arxiv_paper_22139
1904.09569v1 , hou2016deeply , Deeply supervised salient object detection with short connections , arxiv_paper_22142
1907.09657v1 , brocheler2012probabilistic , Probabilistic similarity logic , arxiv_paper_22147
1811.12641v5 , xie2017adversarial , Adversarial examples for semantic segmentation and object detection , arxiv_paper_22157
1701.08718v1 , rocktaschel2015reasoning , Reasoning about entailment with neural attention , arxiv_paper_22158
1701.08718v1 , grefenstette2015learning , Learning to transduce with unbounded memory , arxiv_paper_22159
